member_id,checkin,checkout
100006,2020-04-07T18:59:51Z,2020-04-07T19:44:51Z
100006,2020-04-09T01:33:38Z,2020-04-09T03:19:38Z
100006,2020-04-18T18:11:00Z,2020-04-18T20:08:00Z
100006,2020-04-18T21:33:01Z,2020-04-18T23:27:01Z
100006,2020-04-20T13:22:04Z,2020-04-20T14:02:04Z
100006,2020-04-21T15:37:22Z,2020-04-21T17:28:22Z
100006,2020-04-23T08:27:00Z,2020-04-23T10:24:00Z
100006,2020-04-24T07:09:38Z,2020-04-24T07:35:38Z
100006,2020-04-26T09:17:14Z,2020-04-26T10:13:14Z
100007,2020-04-01T00:36:36Z,2020-04-01T01:06:36Z
100007,2020-04-01T17:05:39Z,2020-04-01T17:55:39Z
100007,2020-04-01T20:57:31Z,2020-04-01T21:59:31Z
100007,2020-04-02T16:48:34Z,2020-04-02T18:23:34Z
100007,2020-04-03T22:56:04Z,2020-04-04T00:45:04Z
100007,2020-04-05T10:59:32Z,2020-04-05T11:33:32Z
100007,2020-04-06T02:55:10Z,2020-04-06T04:25:10Z
100007,2020-04-07T15:32:40Z,2020-04-07T16:03:40Z
100007,2020-04-10T22:09:03Z,2020-04-10T22:35:03Z
100007,2020-04-11T18:15:34Z,2020-04-11T18:55:34Z
100007,2020-04-15T03:04:43Z,2020-04-15T03:29:43Z
100007,2020-04-18T02:00:53Z,2020-04-18T03:34:53Z
100007,2020-04-19T07:00:08Z,2020-04-19T07:33:08Z
100007,2020-04-20T17:12:07Z,2020-04-20T18:35:07Z
100007,2020-04-21T21:19:24Z,2020-04-21T22:17:24Z
100007,2020-04-23T23:08:54Z,2020-04-24T00:06:54Z
100007,2020-04-25T01:29:28Z,2020-04-25T01:52:28Z
100008,2020-04-01T07:21:33Z,2020-04-01T08:05:33Z
100008,2020-04-02T12:20:30Z,2020-04-02T12:46:30Z
100008,2020-04-03T05:39:42Z,2020-04-03T06:59:42Z
100008,2020-04-08T03:01:38Z,2020-04-08T03:32:38Z
100008,2020-04-09T03:46:48Z,2020-04-09T05:28:48Z
100008,2020-04-09T20:44:29Z,2020-04-09T21:12:29Z
100008,2020-04-11T06:22:20Z,2020-04-11T07:52:20Z
100008,2020-04-14T02:14:20Z,2020-04-14T02:49:20Z
100008,2020-04-14T21:46:38Z,2020-04-14T22:26:38Z
100008,2020-04-17T06:57:55Z,2020-04-17T08:00:55Z
100008,2020-04-18T17:45:00Z,2020-04-18T18:56:00Z
100008,2020-04-22T03:29:19Z,2020-04-22T05:29:19Z
100008,2020-04-26T12:03:06Z,2020-04-26T13:23:06Z
100008,2020-04-26T22:45:50Z,2020-04-27T00:43:50Z
100008,2020-04-28T20:31:17Z,2020-04-28T21:43:17Z
100008,2020-04-29T13:48:41Z,2020-04-29T14:18:41Z
100009,2020-04-09T18:03:13Z,2020-04-09T19:41:13Z
100009,2020-04-10T17:44:43Z,2020-04-10T19:13:43Z
100009,2020-04-12T03:15:16Z,2020-04-12T04:55:16Z
100009,2020-04-19T03:08:55Z,2020-04-19T04:15:55Z
100009,2020-04-27T14:10:38Z,2020-04-27T15:15:38Z
100009,2020-04-28T16:21:40Z,2020-04-28T17:31:40Z
100009,2020-04-30T02:25:28Z,2020-04-30T02:49:28Z
100009,2020-04-30T08:45:17Z,2020-04-30T10:27:17Z
100010,2020-04-01T10:30:57Z,2020-04-01T10:56:57Z
100010,2020-04-02T03:50:02Z,2020-04-02T04:18:02Z
100010,2020-04-04T12:14:49Z,2020-04-04T12:35:49Z
100010,2020-04-05T08:27:39Z,2020-04-05T09:24:39Z
100010,2020-04-05T10:58:21Z,2020-04-05T12:38:21Z
100010,2020-04-08T16:32:38Z,2020-04-08T17:49:38Z
100010,2020-04-10T13:11:49Z,2020-04-10T13:57:49Z
100010,2020-04-14T12:30:27Z,2020-04-14T14:05:27Z
100010,2020-04-14T17:54:42Z,2020-04-14T18:51:42Z
100010,2020-04-15T18:24:55Z,2020-04-15T19:44:55Z
100010,2020-04-20T19:53:35Z,2020-04-20T20:32:35Z
100010,2020-04-21T11:44:05Z,2020-04-21T13:12:05Z
100010,2020-04-24T05:17:42Z,2020-04-24T06:14:42Z
100010,2020-04-24T18:34:52Z,2020-04-24T19:26:52Z
100010,2020-04-25T17:27:26Z,2020-04-25T17:52:26Z
100010,2020-04-26T22:43:23Z,2020-04-26T23:23:23Z
100011,2020-04-07T07:59:04Z,2020-04-07T08:19:04Z
100011,2020-04-07T16:47:21Z,2020-04-07T18:29:21Z
100011,2020-04-09T10:45:39Z,2020-04-09T12:32:39Z
100011,2020-04-10T10:41:46Z,2020-04-10T12:25:46Z
100011,2020-04-12T21:42:46Z,2020-04-12T22:02:46Z
100011,2020-04-14T09:27:45Z,2020-04-14T10:29:45Z
100011,2020-04-15T14:26:49Z,2020-04-15T15:35:49Z
100011,2020-04-18T08:56:48Z,2020-04-18T10:29:48Z
100011,2020-04-19T08:14:05Z,2020-04-19T09:30:05Z
100011,2020-04-21T00:56:53Z,2020-04-21T02:11:53Z
100012,2020-04-01T23:42:24Z,2020-04-02T00:16:24Z
100012,2020-04-03T19:33:50Z,2020-04-03T21:10:50Z
100012,2020-04-05T16:29:12Z,2020-04-05T17:57:12Z
100012,2020-04-07T00:18:51Z,2020-04-07T01:01:51Z
100012,2020-04-08T00:05:55Z,2020-04-08T00:50:55Z
100012,2020-04-27T17:57:40Z,2020-04-27T19:43:40Z
100013,2020-04-01T18:11:48Z,2020-04-01T19:53:48Z
100013,2020-04-03T08:39:16Z,2020-04-03T10:01:16Z
100013,2020-04-09T23:16:41Z,2020-04-09T23:55:41Z
100013,2020-04-11T15:50:54Z,2020-04-11T16:37:54Z
100013,2020-04-16T17:31:12Z,2020-04-16T18:39:12Z
100013,2020-04-17T09:32:47Z,2020-04-17T10:22:47Z
100013,2020-04-19T02:16:00Z,2020-04-19T04:03:00Z
100013,2020-04-19T08:00:42Z,2020-04-19T09:37:42Z
100013,2020-04-19T15:37:02Z,2020-04-19T16:55:02Z
100013,2020-04-26T17:05:44Z,2020-04-26T18:09:44Z
100013,2020-04-28T03:05:32Z,2020-04-28T03:46:32Z
100013,2020-04-29T05:32:51Z,2020-04-29T07:01:51Z
100014,2020-04-02T01:49:11Z,2020-04-02T03:28:11Z
100014,2020-04-08T18:34:11Z,2020-04-08T20:19:11Z
100014,2020-04-11T02:22:31Z,2020-04-11T04:04:31Z
100014,2020-04-17T19:38:27Z,2020-04-17T20:32:27Z
100014,2020-04-21T23:36:22Z,2020-04-22T00:29:22Z
100014,2020-04-22T00:46:47Z,2020-04-22T01:51:47Z
100014,2020-04-22T04:09:58Z,2020-04-22T05:41:58Z
100014,2020-04-23T03:32:53Z,2020-04-23T04:57:53Z
100014,2020-04-23T05:01:43Z,2020-04-23T05:42:43Z
100014,2020-04-30T18:56:05Z,2020-04-30T19:58:05Z
100015,2020-04-04T09:25:32Z,2020-04-04T10:39:32Z
100015,2020-04-06T05:37:46Z,2020-04-06T05:58:46Z
100015,2020-04-08T13:02:39Z,2020-04-08T14:35:39Z
100015,2020-04-10T12:58:19Z,2020-04-10T14:13:19Z
100015,2020-04-11T15:53:01Z,2020-04-11T17:17:01Z
100015,2020-04-12T00:43:52Z,2020-04-12T01:27:52Z
100015,2020-04-15T16:54:25Z,2020-04-15T18:45:25Z
100015,2020-04-16T14:49:46Z,2020-04-16T16:49:46Z
100015,2020-04-21T07:45:20Z,2020-04-21T08:12:20Z
100015,2020-04-23T08:47:05Z,2020-04-23T10:18:05Z
100015,2020-04-23T20:13:27Z,2020-04-23T21:13:27Z
100016,2020-04-01T10:08:46Z,2020-04-01T10:40:46Z
100016,2020-04-07T18:41:59Z,2020-04-07T19:09:59Z
100016,2020-04-08T09:36:23Z,2020-04-08T10:41:23Z
100016,2020-04-09T02:36:51Z,2020-04-09T04:15:51Z
100016,2020-04-11T20:36:03Z,2020-04-11T22:04:03Z
100016,2020-04-13T20:33:08Z,2020-04-13T21:43:08Z
100016,2020-04-13T21:38:27Z,2020-04-13T22:55:27Z
100016,2020-04-22T06:55:23Z,2020-04-22T07:51:23Z
100016,2020-04-27T22:37:38Z,2020-04-27T23:09:38Z
100017,2020-04-02T09:22:59Z,2020-04-02T11:07:59Z
100017,2020-04-11T05:58:13Z,2020-04-11T06:27:13Z
100017,2020-04-17T19:19:56Z,2020-04-17T19:47:56Z
100017,2020-04-18T03:48:07Z,2020-04-18T04:42:07Z
100017,2020-04-18T23:48:03Z,2020-04-19T00:30:03Z
100017,2020-04-18T23:48:07Z,2020-04-19T00:30:07Z
100017,2020-04-19T03:21:58Z,2020-04-19T05:19:58Z
100017,2020-04-19T05:16:39Z,2020-04-19T06:33:39Z
100017,2020-04-21T06:19:40Z,2020-04-21T07:41:40Z
100017,2020-04-23T07:33:47Z,2020-04-23T09:22:47Z
100017,2020-04-26T20:43:40Z,2020-04-26T22:21:40Z
100017,2020-04-26T21:23:25Z,2020-04-26T21:46:25Z
100017,2020-04-27T16:32:03Z,2020-04-27T16:53:03Z
100018,2020-04-03T17:47:20Z,2020-04-03T18:40:20Z
100018,2020-04-04T05:16:22Z,2020-04-04T06:51:22Z
100018,2020-04-05T01:29:37Z,2020-04-05T02:08:37Z
100018,2020-04-08T04:05:58Z,2020-04-08T05:38:58Z
100018,2020-04-09T09:47:43Z,2020-04-09T10:48:43Z
100018,2020-04-17T11:05:35Z,2020-04-17T12:51:35Z
100018,2020-04-27T09:31:49Z,2020-04-27T09:53:49Z
100018,2020-04-30T09:46:40Z,2020-04-30T11:17:40Z
100019,2020-04-09T08:37:44Z,2020-04-09T10:20:44Z
100019,2020-04-10T09:39:14Z,2020-04-10T10:29:14Z
100019,2020-04-14T11:30:04Z,2020-04-14T11:57:04Z
100019,2020-04-21T01:30:03Z,2020-04-21T02:51:03Z
100019,2020-04-23T00:00:03Z,2020-04-23T00:27:03Z
100019,2020-04-25T19:37:38Z,2020-04-25T20:13:38Z
100020,2020-04-05T16:13:08Z,2020-04-05T17:13:08Z
100020,2020-04-05T21:31:06Z,2020-04-05T22:07:06Z
100020,2020-04-07T20:48:34Z,2020-04-07T21:47:34Z
100020,2020-04-08T07:29:01Z,2020-04-08T08:12:01Z
100020,2020-04-08T09:53:45Z,2020-04-08T11:33:45Z
100020,2020-04-09T01:26:40Z,2020-04-09T03:10:40Z
100020,2020-04-14T06:47:53Z,2020-04-14T07:10:53Z
100020,2020-04-17T00:07:08Z,2020-04-17T00:55:08Z
100020,2020-04-18T04:24:30Z,2020-04-18T05:55:30Z
100020,2020-04-21T13:27:23Z,2020-04-21T15:24:23Z
100020,2020-04-23T06:32:01Z,2020-04-23T07:42:01Z
100020,2020-04-23T10:51:34Z,2020-04-23T11:55:34Z
100020,2020-04-25T13:43:19Z,2020-04-25T14:33:19Z
100020,2020-04-30T10:53:11Z,2020-04-30T12:16:11Z
100021,2020-04-07T07:05:55Z,2020-04-07T08:03:55Z
100021,2020-04-08T18:15:32Z,2020-04-08T19:55:32Z
100021,2020-04-09T06:55:25Z,2020-04-09T07:34:25Z
100021,2020-04-12T13:21:28Z,2020-04-12T14:41:28Z
100021,2020-04-13T18:57:28Z,2020-04-13T19:54:28Z
100021,2020-04-17T02:40:35Z,2020-04-17T04:11:35Z
100021,2020-04-20T19:58:28Z,2020-04-20T20:50:28Z
100021,2020-04-21T08:51:07Z,2020-04-21T09:44:07Z
100021,2020-04-25T07:46:01Z,2020-04-25T08:18:01Z
100021,2020-04-26T15:47:00Z,2020-04-26T16:52:00Z
100021,2020-04-26T20:52:00Z,2020-04-26T22:39:00Z
100021,2020-04-29T09:28:53Z,2020-04-29T10:24:53Z
100022,2020-04-01T23:48:24Z,2020-04-02T01:06:24Z
100022,2020-04-07T21:16:22Z,2020-04-07T21:44:22Z
100022,2020-04-09T21:15:22Z,2020-04-09T22:18:22Z
100022,2020-04-11T22:01:28Z,2020-04-11T23:31:28Z
100022,2020-04-14T03:38:52Z,2020-04-14T05:21:52Z
100022,2020-04-14T20:59:35Z,2020-04-14T21:41:35Z
100022,2020-04-18T02:59:35Z,2020-04-18T04:53:35Z
100022,2020-04-22T00:54:43Z,2020-04-22T02:54:43Z
100022,2020-04-23T04:11:02Z,2020-04-23T04:35:02Z
100022,2020-04-25T02:30:00Z,2020-04-25T03:28:00Z
100023,2020-04-11T23:47:24Z,2020-04-12T00:26:24Z
100023,2020-04-14T08:41:24Z,2020-04-14T09:39:24Z
100023,2020-04-15T02:54:08Z,2020-04-15T04:50:08Z
100023,2020-04-15T08:56:51Z,2020-04-15T10:41:51Z
100023,2020-04-17T01:59:36Z,2020-04-17T03:33:36Z
100023,2020-04-17T04:18:09Z,2020-04-17T06:09:09Z
100023,2020-04-17T18:23:56Z,2020-04-17T19:12:56Z
100023,2020-04-18T05:46:08Z,2020-04-18T07:07:08Z
100023,2020-04-18T23:22:31Z,2020-04-19T01:19:31Z
100023,2020-04-19T21:13:55Z,2020-04-19T22:53:55Z
100023,2020-04-25T13:44:57Z,2020-04-25T15:14:57Z
100023,2020-04-26T00:10:09Z,2020-04-26T00:52:09Z
100023,2020-04-28T08:34:15Z,2020-04-28T09:44:15Z
100024,2020-04-05T17:07:04Z,2020-04-05T18:26:04Z
100024,2020-04-09T16:28:31Z,2020-04-09T17:42:31Z
100024,2020-04-10T04:33:58Z,2020-04-10T05:04:58Z
100024,2020-04-10T19:57:27Z,2020-04-10T20:18:27Z
100024,2020-04-12T07:14:30Z,2020-04-12T07:46:30Z
100024,2020-04-16T04:39:06Z,2020-04-16T06:27:06Z
100024,2020-04-19T08:00:44Z,2020-04-19T09:37:44Z
100024,2020-04-19T19:05:14Z,2020-04-19T20:55:14Z
100024,2020-04-24T04:45:55Z,2020-04-24T06:09:55Z
100024,2020-04-24T16:10:33Z,2020-04-24T17:40:33Z
100024,2020-04-25T23:26:10Z,2020-04-26T00:08:10Z
100025,2020-04-02T13:59:53Z,2020-04-02T15:58:53Z
100025,2020-04-04T03:06:34Z,2020-04-04T04:00:34Z
100025,2020-04-07T06:32:49Z,2020-04-07T06:59:49Z
100025,2020-04-12T19:36:41Z,2020-04-12T20:41:41Z
100025,2020-04-13T00:58:34Z,2020-04-13T02:26:34Z
100025,2020-04-19T18:19:07Z,2020-04-19T19:48:07Z
100025,2020-04-25T09:52:28Z,2020-04-25T11:41:28Z
100025,2020-04-28T18:41:34Z,2020-04-28T19:04:34Z
100026,2020-04-10T18:46:41Z,2020-04-10T19:29:41Z
100026,2020-04-21T02:38:20Z,2020-04-21T03:05:20Z
100026,2020-04-21T06:03:35Z,2020-04-21T07:41:35Z
100026,2020-04-22T03:43:13Z,2020-04-22T05:25:13Z
100026,2020-04-22T05:47:08Z,2020-04-22T06:50:08Z
100026,2020-04-23T00:30:06Z,2020-04-23T01:59:06Z
100026,2020-04-26T05:52:14Z,2020-04-26T06:33:14Z
100026,2020-04-26T08:30:03Z,2020-04-26T08:55:03Z
100026,2020-04-27T02:20:54Z,2020-04-27T03:39:54Z
100027,2020-04-06T09:50:23Z,2020-04-06T11:48:23Z
100027,2020-04-07T09:25:43Z,2020-04-07T10:17:43Z
100027,2020-04-07T13:21:20Z,2020-04-07T15:02:20Z
100027,2020-04-09T15:33:43Z,2020-04-09T16:28:43Z
100027,2020-04-10T07:11:55Z,2020-04-10T08:24:55Z
100027,2020-04-10T17:50:42Z,2020-04-10T19:50:42Z
100027,2020-04-11T16:42:30Z,2020-04-11T18:00:30Z
100027,2020-04-15T02:25:45Z,2020-04-15T02:59:45Z
100027,2020-04-16T21:41:07Z,2020-04-16T23:40:07Z
100027,2020-04-17T13:44:35Z,2020-04-17T15:11:35Z
100027,2020-04-17T19:35:58Z,2020-04-17T20:03:58Z
100027,2020-04-21T08:06:05Z,2020-04-21T09:10:05Z
100027,2020-04-23T04:18:42Z,2020-04-23T05:18:42Z
100027,2020-04-27T08:34:25Z,2020-04-27T10:22:25Z
100027,2020-04-28T13:27:23Z,2020-04-28T14:40:23Z
100028,2020-04-10T11:52:17Z,2020-04-10T13:02:17Z
100028,2020-04-12T05:24:22Z,2020-04-12T06:29:22Z
100028,2020-04-12T09:58:43Z,2020-04-12T11:06:43Z
100028,2020-04-16T18:19:13Z,2020-04-16T19:54:13Z
100028,2020-04-17T00:49:18Z,2020-04-17T02:12:18Z
100028,2020-04-18T01:23:25Z,2020-04-18T02:35:25Z
100028,2020-04-19T09:37:04Z,2020-04-19T11:13:04Z
100028,2020-04-21T05:13:10Z,2020-04-21T07:08:10Z
100028,2020-04-28T17:21:27Z,2020-04-28T18:13:27Z
100028,2020-04-29T16:35:42Z,2020-04-29T17:35:42Z
100029,2020-04-01T19:24:50Z,2020-04-01T19:45:50Z
100029,2020-04-07T03:06:01Z,2020-04-07T04:17:01Z
100029,2020-04-12T21:27:49Z,2020-04-12T23:24:49Z
100029,2020-04-15T05:05:43Z,2020-04-15T06:38:43Z
100029,2020-04-16T07:39:17Z,2020-04-16T08:11:17Z
100029,2020-04-22T21:46:50Z,2020-04-22T22:21:50Z
100030,2020-04-02T08:32:59Z,2020-04-02T10:03:59Z
100030,2020-04-05T00:45:26Z,2020-04-05T01:37:26Z
100030,2020-04-11T01:14:12Z,2020-04-11T01:43:12Z
100030,2020-04-12T19:11:30Z,2020-04-12T20:36:30Z
100030,2020-04-20T21:26:11Z,2020-04-20T23:23:11Z
100030,2020-04-20T21:59:12Z,2020-04-20T23:32:12Z
100030,2020-04-22T04:32:22Z,2020-04-22T05:30:22Z
100030,2020-04-29T07:07:53Z,2020-04-29T07:52:53Z
100030,2020-04-30T21:11:04Z,2020-04-30T21:46:04Z
100031,2020-04-03T19:45:44Z,2020-04-03T21:30:44Z
100031,2020-04-07T12:41:51Z,2020-04-07T14:37:51Z
100031,2020-04-08T19:02:19Z,2020-04-08T19:28:19Z
100031,2020-04-10T20:48:24Z,2020-04-10T21:12:24Z
100031,2020-04-14T05:14:37Z,2020-04-14T06:35:37Z
100031,2020-04-15T09:35:01Z,2020-04-15T11:09:01Z
100031,2020-04-17T13:03:39Z,2020-04-17T13:38:39Z
100031,2020-04-20T10:09:13Z,2020-04-20T11:32:13Z
100031,2020-04-21T01:57:50Z,2020-04-21T03:33:50Z
100031,2020-04-22T14:13:26Z,2020-04-22T15:40:26Z
100031,2020-04-23T05:23:51Z,2020-04-23T06:18:51Z
100031,2020-04-23T06:12:18Z,2020-04-23T06:42:18Z
100031,2020-04-23T12:56:19Z,2020-04-23T13:26:19Z
100031,2020-04-23T13:11:45Z,2020-04-23T15:01:45Z
100031,2020-04-29T07:21:46Z,2020-04-29T08:28:46Z
100032,2020-04-07T07:48:53Z,2020-04-07T09:32:53Z
100032,2020-04-07T21:27:18Z,2020-04-07T23:12:18Z
100032,2020-04-08T12:38:05Z,2020-04-08T13:01:05Z
100032,2020-04-09T06:26:14Z,2020-04-09T07:53:14Z
100032,2020-04-09T08:37:09Z,2020-04-09T10:27:09Z
100032,2020-04-13T21:49:33Z,2020-04-13T23:40:33Z
100032,2020-04-14T17:48:14Z,2020-04-14T19:00:14Z
100032,2020-04-17T16:20:01Z,2020-04-17T17:16:01Z
100032,2020-04-17T22:34:41Z,2020-04-17T23:57:41Z
100032,2020-04-18T12:49:36Z,2020-04-18T14:21:36Z
100032,2020-04-22T11:01:21Z,2020-04-22T11:29:21Z
100032,2020-04-23T13:26:45Z,2020-04-23T14:00:45Z
100032,2020-04-28T06:26:56Z,2020-04-28T07:53:56Z
100032,2020-04-28T18:26:04Z,2020-04-28T19:16:04Z
100032,2020-04-29T22:05:09Z,2020-04-29T23:11:09Z
100032,2020-04-30T08:08:44Z,2020-04-30T09:16:44Z
100033,2020-04-01T10:25:59Z,2020-04-01T11:51:59Z
100033,2020-04-04T14:28:31Z,2020-04-04T16:06:31Z
100033,2020-04-09T06:41:02Z,2020-04-09T07:58:02Z
100033,2020-04-13T10:33:48Z,2020-04-13T12:21:48Z
100033,2020-04-14T04:43:29Z,2020-04-14T05:54:29Z
100033,2020-04-14T12:13:21Z,2020-04-14T13:58:21Z
100033,2020-04-15T22:13:08Z,2020-04-15T23:06:08Z
100033,2020-04-19T01:10:50Z,2020-04-19T01:46:50Z
100033,2020-04-20T02:41:35Z,2020-04-20T04:21:35Z
100033,2020-04-21T21:40:17Z,2020-04-21T23:05:17Z
100033,2020-04-24T08:17:33Z,2020-04-24T09:14:33Z
100033,2020-04-27T10:08:54Z,2020-04-27T11:18:54Z
100033,2020-04-27T15:59:22Z,2020-04-27T17:10:22Z
100033,2020-04-28T05:34:12Z,2020-04-28T06:44:12Z
100034,2020-04-04T03:43:22Z,2020-04-04T05:29:22Z
100034,2020-04-04T15:51:46Z,2020-04-04T16:37:46Z
100034,2020-04-11T05:23:01Z,2020-04-11T07:12:01Z
100034,2020-04-14T06:07:27Z,2020-04-14T06:31:27Z
100034,2020-04-15T05:55:07Z,2020-04-15T06:26:07Z
100034,2020-04-15T10:42:12Z,2020-04-15T12:40:12Z
100034,2020-04-19T15:18:57Z,2020-04-19T15:56:57Z
100034,2020-04-19T23:40:10Z,2020-04-20T01:25:10Z
100034,2020-04-20T05:00:56Z,2020-04-20T06:24:56Z
100034,2020-04-25T06:10:06Z,2020-04-25T07:17:06Z
100034,2020-04-25T14:51:02Z,2020-04-25T16:50:02Z
100034,2020-04-30T12:06:06Z,2020-04-30T13:06:06Z
100035,2020-04-08T22:33:06Z,2020-04-08T23:48:06Z
100035,2020-04-11T16:27:59Z,2020-04-11T17:11:59Z
100035,2020-04-12T16:40:22Z,2020-04-12T17:14:22Z
100035,2020-04-18T01:28:00Z,2020-04-18T02:48:00Z
100035,2020-04-19T04:17:55Z,2020-04-19T04:53:55Z
100035,2020-04-24T09:24:55Z,2020-04-24T10:41:55Z
100035,2020-04-27T02:12:19Z,2020-04-27T03:40:19Z
100036,2020-04-01T21:04:36Z,2020-04-01T21:31:36Z
100036,2020-04-09T04:59:24Z,2020-04-09T06:39:24Z
100036,2020-04-10T18:19:48Z,2020-04-10T18:59:48Z
100036,2020-04-14T06:23:31Z,2020-04-14T07:48:31Z
100036,2020-04-14T07:20:11Z,2020-04-14T07:40:11Z
100036,2020-04-14T16:10:09Z,2020-04-14T17:56:09Z
100036,2020-04-15T14:47:27Z,2020-04-15T15:39:27Z
100036,2020-04-16T06:17:29Z,2020-04-16T07:25:29Z
100036,2020-04-19T11:33:09Z,2020-04-19T13:28:09Z
100036,2020-04-20T07:32:57Z,2020-04-20T09:11:57Z
100036,2020-04-25T09:08:46Z,2020-04-25T09:53:46Z
100036,2020-04-28T00:27:25Z,2020-04-28T01:36:25Z
100036,2020-04-29T01:37:43Z,2020-04-29T03:06:43Z
100036,2020-04-29T14:13:37Z,2020-04-29T15:20:37Z
100037,2020-04-01T03:26:06Z,2020-04-01T05:24:06Z
100037,2020-04-06T21:00:28Z,2020-04-06T22:30:28Z
100037,2020-04-16T22:16:50Z,2020-04-17T00:00:50Z
100037,2020-04-19T19:22:41Z,2020-04-19T21:19:41Z
100037,2020-04-21T14:31:52Z,2020-04-21T15:59:52Z
100037,2020-04-22T07:08:59Z,2020-04-22T07:29:59Z
100037,2020-04-25T12:43:02Z,2020-04-25T14:38:02Z
100038,2020-04-01T15:10:39Z,2020-04-01T16:29:39Z
100038,2020-04-04T03:30:10Z,2020-04-04T05:10:10Z
100038,2020-04-05T13:49:24Z,2020-04-05T14:42:24Z
100038,2020-04-05T15:39:45Z,2020-04-05T15:59:45Z
100038,2020-04-09T21:28:50Z,2020-04-09T22:23:50Z
100038,2020-04-11T19:24:52Z,2020-04-11T19:45:52Z
100038,2020-04-18T13:46:18Z,2020-04-18T14:59:18Z
100039,2020-04-03T10:14:55Z,2020-04-03T10:56:55Z
100039,2020-04-05T17:05:55Z,2020-04-05T18:27:55Z
100039,2020-04-10T12:45:02Z,2020-04-10T14:21:02Z
100039,2020-04-12T00:05:41Z,2020-04-12T00:56:41Z
100039,2020-04-14T08:25:30Z,2020-04-14T08:54:30Z
100039,2020-04-19T00:39:19Z,2020-04-19T02:35:19Z
100039,2020-04-20T17:33:35Z,2020-04-20T18:59:35Z
